Pack Name,Release Date,OCG Score,Pack Score Average,Unlock Cards,Most Older Cards,Most Recent Cards
Worthy Adversaries,2022-01-19,303511,7226.452380952381,"Laevatein, Generaider Boss of Shadows, Jormungandr, Generaider Boss of Eternity, Mardel, Generaider Boss of Light, Subterror Guru, Subterror Behemoth Fiendess, Subterror Behemoth Stalagmo, Harr, Generaider Boss of Storms, Hela, Generaider Boss of Doom, Subterror Behemoth Umastryx, Loptr, Shadow of the Generaider Bosses, Subterror Nemesis Warrior, The Hidden City, Generaider Boss Fight",,
Inevitability of Chaos,2022-01-19,307730,6033.921568627451,"Chaos Angel, Black Luster Soldier - Legendary Swordsman, Black Luster Soldier - Envoy of the Beginning, Black Luster Soldier - Sacred Soldier, Chaos Witch, Black Luster Soldier - Soldier of Chaos, Chaos Emperor, the Dragon of Armageddon, Chaos Archfiend, Chaos Nephthys, Black Luster Soldier - Super Soldier, The Chaos Creator, Charging Gaia the Fierce Knight, Chaos Mirage Dragon, Chaos Valkyria, Chaos Space, Gateway to Chaos, Chaos Phantasm, Super Soldier Shield",,
Echo Chamber Nation,2022-01-19,315731,7893.275,"Dogmatika Fleurdelis, the Knighted, Springans Ship - Exblowrer, Tri-Brigade Shuraig the Ominous Omen, Nadir Servant, Dogmatika Maximus, White Knight of Dogmatika, Dogmatika Ecclesia, the Virtuous, Springans Merrymaker, Tri-Brigade Bearbrumm the Rampant Rampager, Tri-Brigade Ferrijit the Barren Blossom, Springans Watch, Tri-Brigade Airborne Assault",,
Savage Crimson Dragon,2022-01-19,322440,6200.7692307692305,"Hot Red Dragon Archfiend King Calamity, Red Nova Dragon, Red Supernova Dragon, Tyrant Red Dragon Archfiend, Hot Red Dragon Archfiend Abyss, Scarred Dragon Archfiend, Vision Resonator, Crimson Gaia, Hot Red Dragon Archfiend Bane, Hot Red Dragon Archfiend, Red Dragon Archfiend, Scarlight Red Dragon Archfiend, Red Rising Dragon, Shining Star Dragon, Bone Archfiend, Red Sprinter, Soul Resonator, Resonator Call, Red Zone, Red Reign",,
Seekers of Witchcraft,2022-01-19,325168,7390.181818181818,"Invoked Elysium, Witchcrafter Vice-Madame, Zoroa, the Magistus Conflagrant Calamity, Witchcrafter Golem Aruru, Rilliona, the Wondrous Magistus Witch Wardrobe, Crowley, the First Propheseer, Witchcrafter Confusion Confession, Invoked Mechaba, Vahram, the Magistus Divinity Dragon, Witchcrafter Madame Verre, Witchcrafter Haine, Aleister the Invoker, Artemis, the Magistus Moon Maiden, Invocation, Witchcrafter Creation",,
Souls of Sublime Gods,2022-01-19,340189,7087.270833333333,"Tsumuha-Kutsunagi the Lord of Swords, Cyber Angel Vrash, Cyber Angel Dakini, Dual Avatar - Empowered Kon-Gyo, Dual Avatar - Empowered Mitsu-Jaku, Sakitama, Yata-Garasu, Amaterasu, Cyber Angel Izana, Shinobaron Peacock, Shinobaroness Peacock, Cyber Angel Benten, Shinobaron Shade Peacock, Shinobaroness Shade Peacock, Dual Avatar - Manifested A-Un, Amano-Iwato, Dual Avatar Invitation, Ritual Sanctuary, Stars Align across the Milky Way",,
Space-Time Transcendents,2022-01-19,350715,7462.021276595745,"PSY-Framelord Omega, Time Thief Redoer, S-Force Justify, S:P Little Knight, I:P Masquerena, I:P Masquerena, S-Force Dog Tag, Time Thief Temporwhal, Time Thief Double Barrel, Time Thief Perpetua, Time Thief Winder, EM:P Meowmine, PSY-Framegear Gamma, S-Force Rappa Chiyomaru, PSY-Framelord Lambda, S-Force Nightchaser, Time Thief Power Reserve, Vivid Tail, S-Force Chase",,
Electron Illusions,2022-01-19,351550,7479.787234042553,"Evil★Twins Ki-sikil & Lil-la, Altergeist Multifaker, Evil★Twin's Trouble Sunny, Altergeist Memorygant, Evil★Twin Ki-sikil, Evil★Twin Lil-la, I:P Masquerena, Secret Password, Altergeist Marionetter, EM:P Meowmine, Altergeist Silquitous, Altergeist Meluseek, Altergeist Hexstia, Evil★Twin Ki-sikil, Evil★Twin Lil-la, Live☆Twin Home, Live☆Twin Sunny's Snitch, Vivid Tail",,
Shot Through Fiction,2022-01-19,366104,7040.461538461538,"Borreload Furious Dragon, Borreload Savage Dragon, Borrelend Dragon, Borreload Dragon, Borrelsword Dragon, Borrelcode Dragon, Absorouter Dragon, Rokket Coder, Rokket Tracer, Silverrokket Dragon, Borrelguard Dragon, Quadborrel Dragon, Striker Dragon, Boot Sector Launch, Quick Launch, Magical Cylinders, Magic Cylinder, Mirror Force, Mirror Force Launcher",,
Alba Abyss,2022-11-29,324950,8123.75,"Alba-Lenatus the Abyss Dragon, Lubellion the Searing Dragon, Mirrorjade the Iceblade Dragon, Albion the Branded Dragon, Titaniklad the Ash Dragon, Tri-Brigade Mercourier, Branded Fusion, Branded Lost, Nadir Servant, Albaz the Ashen, The Golden Swordsoul, Incredible Ecclesia, the Virtuous, Dogmatika Ecclesia, the Virtuous, Fallen of Albaz, Springans Merrymaker, Branded in High Spirits, Branded in White, Branded Banishment",,
The Trap in the Wicked Castle,2023-07-13,253417,6335.425,"Lady Labrynth of the Silver Castle, Lovely Labrynth of the Silver Castle, Curse Necrofear, Dark Sanctuary, Dark Spirit's Mastery, Big Welcome Labrynth, Welcome Labrynth, Ariane the Labrynth Servant, Arianna the Labrynth Servant, Dark Spirit of Banishment, Dark Spirit of Malice, Absolute King Back Jack, Labrynth Labyrinth, Archfiend's Ghastly Glitch, Labrynth Barrage, Destiny Board",,
Guardian of the Sacred Summit,2023-07-27,272905,6822.625,"Swordsoul Sinister Sovereign - Qixing Longyuan, Swordsoul Supreme Sovereign - Chengying, Chaofeng, Phantom of the Yang Zing, Swordsoul Grandmaster - Chixiao, The Iris Swordsoul, Denglong, First of the Yang Zing, Swordsoul of Mo Ye, The Abyss Dragon Swordsoul, Baxia, Brightness of the Yang Zing, Yazi, Evil of the Yang Zing, The Golden Swordsoul, Incredible Ecclesia, the Virtuous, Jiaotu, Darkness of the Yang Zing, Swordsoul Emergence, Nine Pillars of Yang Zing, Waterfall of Dragon Souls",,
The Ultimate Traditional Art,2023-07-27,285758,6079.95744680851,"Psychic End Punisher, Ukiyoe-P.U.N.K. Amazing Dragon, Karakuri Super Shogun mdl 00N ""Bureibu"", Ukiyoe-P.U.N.K. Rising Carp, Thought Ruler Archfiend, Noh-P.U.N.K. Deer Note, P.U.N.K. JAM Dragon Drive, Noh-P.U.N.K. Foxy Tune, Noh-P.U.N.K. Ogre Dance, Karakuri Steel Shogun mdl 00X ""Bureido"", Karakuri Shogun mdl 00 ""Burei"", Karakuri Bonze mdl 9763 ""Kunamzan"", Noh-P.U.N.K. Ze Amin, Karakuri Komachi mdl 224 ""Ninishi"", Karakuri Merchant mdl 177 ""Inashichi"", Aussa the Earth Charmer, Immovable, P.U.N.K. JAM Extreme Session, Karakuri Cash Cache",,
Guided by Fate,2023-08-10,309877,7746.925,"Magikey Fiend - Transfurlmine, Magikey Dragon - Andrabime, Illegal Knight, Wandering Gryphon Rider, Water Enchantress of the Temple, Rite of Aramesir, Yakusa, Lord of the Eight Thunders, Magikey Mechmortar - Garesglasser, Magikey Spirit - Vepartu, Curse of Aramatir, Fateful Adventure, Supernatural Danger Zone, High Ritual Art, Advanced Ritual Art, Hidden Armory, Armory Call",,
Beastly Claws of Terror,2023-08-29,264031,5739.804347826087,"XX-Saber Gottoms, Visas Starfrost, Scareclaw Reichheart, M-X-Saber Invoker, Scareclaw Tri-Heart, Scareclaw Light-Heart, Primitive Planet Reichphobia, Gottoms' Emergency Call, Scareclaw Kashtira, XX-Saber Faultroll, XX-Saber Hyunlei, X-Saber Wayne, XX-Saber Darksoul, Scareclaw Straddle, Book of Eclipse, Book of Lunar Eclipse, Scareclaw Alternative",,
The Noble Knights of Crimson Flowers,2023-09-07,277455,6936.375,"Baronne de Fleur, Infernoble Knight Emperor Charles, Sauge de Fleur, Ecole de Zone, Tuning, Chevalier de Fleur, Sorciere de Fleur, Centaur Mina, Infernoble Knight Captain Oliver, Infernoble Knight Ogier, Horse of the Floral Knights, Necro Synchron, Infernoble Knight - Renaud, Fleuret de Fleur, Soul Binding Gate",,
Beetle Troops Roll Out,2023-09-19,250567,6264.175,"Ultra Beetrooper Absolute Hercules, Beetrooper Sting Lancer, Inzektor Exa-Beetle, Inzektor Dragonfly, Giant Beetrooper Invincible Atlas, Inzektor Giga-Mantis, Primitive Butterfly, Inzektor Hornet, Smoke Mosquito, Seraphim Papillion, Beetrooper Armor Horn, Inzektor Picofalena, Zektrike Kou-ou, Beetrooper Descent, Inzektor Sword - Zektkaliber",,
The Opening Act of an Apocalypse,2023-10-10,269506,6737.65,"The First Darklord, Granguignol the Dusk Dragon, Masquerade the Blazing Dragon, Despian Quaeritis, Darklord Superbia, Blazing Cartesia, the Virtuous, Darklord Morningstar, Darklord Ixchel, Dramaturge of Despia, Darklord Nasten, Darklord Amdusc, Aluber the Jester of Despia, Condemned Darklord, Banishment of the Darklords, Branded Banishment, Darklord Rebellion",,
Fires of Scorching Bonds,2023-10-30,296937,7423.425,"Libromancer Fireburst, Libromancer Doombroker, Libromancer Fire, Cyberse Gadget, Topologic Zeroboros, Topologic Trisbaena, Libromancer First Appearance, Libromancer Mystigirl, Libromancer Geek Boy, Draconnet, Topologic Bomber Dragon, Brute Enforcer, Link Disciple, Libromancer Origin Story, Pre-Preparation of Rites, Preparation of Rites, Libromancer Displaced, Libromancer Intervention",,
Treasures of the Cosmic Ocean,2023-10-30,327379,8184.475,"Ghoti of the Deep Beyond, Icejade Gymir Aegirine, Icejade Kosmochlor, White Aura Bihamut, Moray of Avarice, The Most Distant, Deepest Depths, Icejade Cenote Enion Cradle, Icejade Creation Kingfisher, Askaan, the Bicorned Ghoti, Guoglim, Spear of the Ghoti, White Aura Whale, Icejade Creation Aegirocassis, Arionpos, Serpent of the Ghoti, Icejade Aegirine, Paces, Light of the Ghoti, Icejade Manifestation, Icejade Curse, Icejade Cradle, Ghoti Chain, White Howling",,
Sisters of the Light,2023-11-09,269411,6735.275,"Exosisters Magnifica, Artifact Scythe, Exosister Martha, Exosister Mikailis, Exosister Pax, Artifact Sanctum, Artifact Durendal, Artifact Lancea, Artifact Moralltach, Exosister Gibrine, Exosister Sophia, Exosister Stella, Artifact Dagda, Artifact Ignition, Twin Twisters, Exosister Returnia, Exosister Vadis",,
The Ones Who Serve Ra,2023-11-27,238484,5962.1,"The Winged Dragon of Ra, The Winged Dragon of Ra - Immortal Phoenix, The Winged Dragon of Ra - Sphere Mode, Keldo the Sacred Protector, Gravekeeper's Trap, Egyptian God Slime, Lava Golem, Mudora the Sword Oracle, World Soul - Carbon, Gravekeeper's Inscription, Ancient Chant, Left Arm Offering, Millennium Revelation, Mound of the Bound Creator, Temple of the Kings, Apophis the Swamp Deity, Exchange of Despair and Hope, Dark Spell Regeneration, Exchange of the Spirit",,
Fighting Spirit of Sparking Iron,2023-11-27,328443,8211.075,"Therion Irregular, Gigantic “Champion” Sargas, Therion ""King"" Regulus, Albion the Branded Dragon, Springans Ship - Exblowrer, Endless Engine Argyro System, Therion Discolosseum, Therion ""Empress"" Alasia, Therion ""Lily"" Borea, Albaz the Ashen, Springans Merrymaker, Tally-ho! Springans, Therion Charge, Branded in High Spirits, Branded in White, Springans Watch, Therion Cross",,
Dragon Kings from the Abyss,2023-12-05,254474,6361.85,"Bystial Dis Pater, The Bystial Lubellion, Bystial Magnamhut, Hieratic Seal of the Heavenly Spheres, Hieratic Seal of Convocation, The Bystial Alba Los, Hieratic Sky Dragon Overlord of Heliopolis, Hieratic Sun Dragon Overlord of Heliopolis, Bystial Baldrake, Bystial Druiswurm, Bystial Saronir, Hieratic Dragon King of Atum, The Bystial Aluber, Branded Regained, Hieratic Seal of Creation, Branded Befallen",,
The Bizarre Playing Board,2023-12-05,303377,7584.425,"Arktos XII - Chronochasm Vaylantz, Mamonaka the Vaylantz United, Performapal Monkeyboard, Performapal Celestial Magician, Performapal Pendulum Sorcerer, Vaylantz World - Konig Wissen, Vaylantz World - Shinra Bansho, Vaylantz Genesis Grand Duke, Performapal BaroKuriboh, Performapal Duelist Extraordinaire, Performapal Gentrude, Performapal Skullcrobat Joker, Performapal Ladyange, Shinonome the Vaylantz Priestess, Performapal ClassiKuriboh, Performapal Odd-Eyes Valet, Vaylantz Wakening - Solo Activation, Performapal Dramatic Theater",,
Transcendentalism,2024-01-10,322323,8058.075,"Transcendosaurus Meteorus, Doodle Beast - Tyranno, Dinomorphia Rexterm, Dyna Tank, Dinomorphia Kentregina, Dinomorphia Therizia, Ground Xeno, Dinomorphia Domain, Storagepod, Xeno Meteorus, Dinomorphia Stealthbergia, Doodle Beast - Stego, Dyna Base, Transcendosaurus Exaraptor, Dinomorphia Intact, Doodlebook - Uh uh uh!, Dinomorphia Frenzy, Dinomorphia Reversion",,
Hope Sprouting in the Spring Breeze,2024-01-29,281873,7227.51282051282,"Vera the Vernusylph Goddess, Aussa the Earth Channeler, Vernusylph of the Flourishing Hills, G Golem Pebble Dog, G Golem Invalid Dolmen, Gravity Balance, Grandtusk Dragon, Beast King Barbaros, King Beast Barbaros, Vernusylph of the Awakening Forests, World Soul - Carbon, Vernusylph of the Misting Seedlings, G Golem Dignified Trilithon, Tri-Gate Wizard, G Golem Crystal Heart, Aussa the Earth Charmer, Immovable, Vernusylph Corolla, Vernusylph in Full Bloom",,
Burst of Zapping Energy!,2024-02-07,238833,5970.825,"Batteryman Solar, Gigantic Spright, Spright Blue, Spright Sprind, Spright Elf, Spright Starter, Batteryman Industrial Strength, Super-Electromagnetic Voltech Dragon, Batteryman 9-Volt, Onibimaru Soul Sweeper, Spright Jet, Ipiria, Sky Cavalry Centaurea, Some Summer Summoner, Universal Adapter",,
Songstress of Sorrow Song,2024-03-08,273807,6367.604651162791,"Tearlaments Kaleido-Heart, Tearlaments Rulkallos, Mermail Abyssgaios, Tearlaments Reinoheart, Tearlaments Scheiren, Mermail Abyssalacia, Primeval Planet Perlereino, Tearlaments Scream, Tearlaments Kashtira, Mermail Abyssleed, Mermail Abyssmegalo, Mermail Abyssteus, Tearlaments Kitkallos, Supreme Sea Mare, Mermail Abyssgunde, Tearlaments Perlegia",,
"Rescue Team, Emergency Dispatch!",2024-04-11,276270,6906.75,"Machina Ruinforce, Machina Citadel, Rescue-ACE Turbulence, Rescue-ACE Preventer, Machina Fortress, Rescue-ACE Hydrant, EMERGENCY!, Machina Metalcruncher, Machina Air Raider, Rescue-ACE Air Lifter, Rescue-ACE Monitor, Machina Unclaspare, Rescue-ACE Impulse, Machina Redeployment, Machine Duplication, Unauthorized Reactivation, Dimensional Prison",,
My Cute Lovely Friends,2024-04-11,309262,7731.55,"Expurrely Happiness, Expurrely Noir, Epurrely Noir, Joyous Melffys, Melffy of the Forest, My Friend Purrely, Purrely Sleepy Memory, Epurrely Beauty, Epurrely Happiness, Epurrely Plump, Melffy Wally, Hop Ear Squadron, Melffy Mommy, Kinka-byo, Melffy Staring Contest",,
A Dance Dedicated to the Heavens,2024-04-12,222046,5551.15,"Guardian Eatos, Ohime the Manifested Mikanko, Original Bamboo Sword, Mikanko Fire Dance, Mikanko Water Arabesque, Mikanko Spiritwalk, Arahime the Manifested Mikanko, Guardian Dreadscythe, Ha-Re the Sword Mikanko, Hu-Li the Jewel Mikanko, Ni-Ni the Mirror Mikanko, Mikanko Dance - Mayowashidori, Cursed Bamboo Sword, Golden Bamboo Sword, Hidden Armory, Power of the Guardians, Armory Call",,
Raging God of the Sea,2024-04-24,290775,7269.375,"Mega Fortress Whale, CXyz N.As.Ch. Knight, N.As.H. Knight, Ocean Dragon Lord - Kairyu-Shin, Worldsea Dragon Zealantis, Barian's Chaos Draw, Seventh Ascension, Navy Dragon Mech, Citadel Whale, Abyss Shark, Supreme Sea Mare, Doom Kraken, Yorishiro of the Aqua, Full Armored Black Ray Lancer, Number 71: Rebarian Shark, Yamatako Orochi, Fish Sonar, Fury of Kairyu-Shin",,
A Full Course of Magic,2024-05-09,296549,7603.820512820513,"Baelgrill de Nouvelles, Poissonniere de Nouvelles, Nouvelles Restaurant ""At Table"", Ready Fusion, Patissciel Couverture, Balameuniere de Nouvelles, Gunkan Suship Uni-class Super-Dreadnought, Sea Monster of Theseus, Gunkan Suship Shari Red, Gunkan Suship Shirauo-class Carrier, Gunkan Suship Catch-of-the-Day, Concours de Cuisine (Culinary Confrontation), Voici la Carte (Today's Menu), Painful Decision, Chef's Special Recipe, Fusion Duplication",,
VS NEW CHALLENGER!,2024-06-07,275725,7069.871794871795,"Gizmek Okami, the Dreaded Deluge Dragon, Gizmek Kaku, the Supreme Shining Sky Stag, Vanquish Soul Caesar Valius, Gizmek Orochi, the Serpentron Sky Slasher, Vanquish Soul Dr. Mad Love, Vanquish Soul Razen, Stake your Soul!, Vanquish Soul Heavy Borger, Gizmek Uka, the Festive Fox of Fecundity, Vanquish Soul Jiaolong, Skull Meister, Gren Maju Da Eiza, Swift Scarecrow, Rock of the Vanquisher, Vanquish Soul Dust Devil, Ledger of Legerdemain, Pinpoint Landing, Sacred Scrolls of the Gizmek Legend",,
A Warrior of Seething Anger,2024-07-11,275308,6882.7,"Gate Guardians Combined, Kashtira Arise-Heart, Kashtira Fenrir, Kashtira Unicorn, Kashtira Riseheart, Kashtiratheosis, Pressured Planet Wraitsoth, Trivikarma, Gate Guardian of Thunder and Wind, Gate Guardian of Water and Thunder, Gate Guardian of Wind and Water, Scareclaw Kashtira, Tearlaments Kashtira, Kashtira Shangri-Ira, Shadow Ghoul of the Labyrinth, Riryoku Guardian, Kashtira Birth, Kashtira Big Bang",,
Evoked Dragon of Miracles,2024-08-08,307636,6687.739130434783,"Cosmic Quasar Dragon, Crimson Dragon, Shooting Majestic Star Dragon, Stardust Dragon, Accel Synchro Stardust Dragon, Stardust Dragon, Junk Warrior, Junk Warrior, Revolution Synchron, Assault Synchron, Tuning, Tuning, Red Dragon Archfiend, Wheel Synchron, Stardust Synchron, Formula Synchron, Stardust Wurm, Duelist Genesis, Final Cross, On Your Mark, Get Set, DUEL!, Stardust Illumination, Synchro Overtake, Stardust Mirage",,
Adventure of Mystical Etchings,2024-09-12,310096,7752.4,"Laevatein, Generaider Boss of Shadows, Jormungandr, Generaider Boss of Eternity, Mardel, Generaider Boss of Light, Munin the Runick Wings, Hugin the Runick Wings, Runick Fountain, Runick Tip, Sleipnir the Runick Mane, Harr, Generaider Boss of Storms, Hela, Generaider Boss of Doom, Freki the Runick Fangs, Geri the Runick Fangs, Loptr, Shadow of the Generaider Bosses, Runick Destruction, Runick Flashing Fire, Runick Freezing Curses, Runick Golden Droplet, Generaider Boss Fight",,
New World Replete With Joy,2024-09-12,327882,8197.05,"Veda Kalarcanum, Mannadium Prime-Heart, Veda Kalanta, Visas Amritara, Vicious Astraloud, Visas Starfrost, Mannadium Riumheart, Peaceful Planet Calarium, Stardust Spark Dragon, Mannadium Trisukta, Golden Cloud Beast - Malong, Visas Samsara, Ages of Stars and Frost, Realm Elegy, Realm Eulogy, Mannadium Abscission, Valhalla, Hall of the Fallen, Mannadium Reframing",,
Outlaws from the Inferno,2024-10-10,637244,7496.988235294118,"Sangenpai Transcendent Dragion, Ritual Beast Ulti-Cannahawk, Tenpai Dragon Chundra, Goblin Biker Big Gabonga, Tenpai Dragon Genroku, Tenpai Dragon Paidra, Spiritual Beast Tamer Lara, Infernoid Flood, Ritual Beast Ulti-Reirautari, Flametongue the Blazing Magical Blade, Metaltronus, Sangen Kaimen, Void Reignition, Carnot the Eternal Machine, Infernoid Devyaty, Blaze, Supreme Ruler of all Dragons, Kuibelt the Blade Dragon, Ritual Beast Ulti-Nochiudrago, Sangenpai Bident Dragion, Dora Dora, Gen the Diamond Tiger, Goblin Biker Boom Mach, Goblin Biker Dugg Charger, Ken the Warrior Dragon, Tenpai Dragon Fadra, Ashura King, Danger!? Jackalope?, Danger!? Tsuchinoko?, Speedroid Terrortop, Infernoid Evil, Goblin Biker Grand Entrance, Sangen Summoning, Void Imagination, Goblin Biker Grand Pileup, Goblin Biker Grand Stampede",,
The Most Dangerous Race of the Cosmos!,2024-10-28,323146,7693.952380952381,"Gold Pride - Eradicator, F.A. Dawn Dragster, Gold Pride - Star Leon, Gold Pride - Leon, F.A. Shining Star GT, Gold Pride - Better Luck Next Time!, Chicken Game, Gold Pride - Pin Baller, F.A. Motorhome Transport, F.A. Dark Dragster, Gold Pride - Eliminator, Gold Pride - Captain Carrie, Gold Pride - Chariot Carrie, Psychic Wheeleder, F.A. Auto Navigator, Gold Pride - The Crowd Goes Wild!, U.A. Hyper Stadium, U.A. Locker Room",,
Tricky Reception,2024-10-28,624521,7434.773809523809,"DPH Gendamoore, Gold Pride - Eradicator, Doomking Balerdroch, Thunder Dragon Colossus, Disablaster the Negation Fortress, Krishnerd Witch, Ghostrick Angel of Mischief, Infernity Archfiend, Underworld Goddess of the Closed World, Summon Sorceress, Moon of the Closed Heaven, Chicken Game, Metaverse, Time Reloader, Dragonecro Nethersoul Dragon, Gold Pride - Eliminator, Thunder Dragondark, Hallo, the Spirit of Tricks, Ween, the Spirit of Treats, Ghost Wyvern, the Underworld Dragon, Mathmech Sigma, Cursed Fire King Doom Burst, Gold Pride - Captain Carrie, Infernity Necromancer, Ghost Charon, the Underworld Boatman, Ghostrick Lantern, Paralyzing Mushroom, Multi-Universe, Mutamorphosis, Sunset Beat, This Creepy Little Punk, Thunder Dragon Fusion, Terrors of the Afterroot, Ghostrick or Treat",,
Sugar-Suffused Reverie,2024-11-07,262944,6573.6,"Madolche Queen Tiarafraise, Madolche Puddingcess Chocolat-a-la-Mode, Madolche Queen Tiaramisu, Madolche Teacher Glassouffle, Dreaming Nemleria, Sweet Dreams, Nemleria, Dreaming Reality of Nemleria, Realized, Nemleria Dream Devourer - Reveil, Madolche Puddingcess, Madolche Anjelly, Madolche Magileine, Madolche Messengelato, Madolche Petingcessoeur, Number 41: Bagooska the Terribly Tired Tapir, Madolche Hootcake, Madolche Mini Meowcaroons, Dream Tower of Princess Nemleria, Nemleria Repeter",,
Illusion Beast's Roar,2024-11-07,276552,6913.8,"Guardian Chimera, Darkest Diabolos, Lord of the Lair, Nightmare Magician, Nightmare Apprentice, Chimera the King of Phantom Beasts, Big-Winged Berfomet, Mirror Swordknight, Lilith, Lady of Lament, Chimera the Illusion Beast, Berfomet the Mythical King of Phantom Beasts, Cornfield Coatl, Gazelle the King of Mythical Claws, Ahrima, the Wicked Warden, Master Tao the Chanter, Alice, Lady of Lament, Loris, Lady of Lament, Chimera Fusion, Lair of Darkness, Deck Devastation Virus, Eradicator Epidemic Virus, Full Force Virus, Grinning Grave Virus",,
Geas of the Light,2024-11-07,673797,7927.023529411765,"Vouiburial, the Dragon Undertaker, Flowering Etoile the Melodious Magnificat, Gandora-G the Dragon of Destruction, Snake-Eyes Diabellstar, Ultimate Flame Swordsman, Gandora-X the Dragon of Demolition, Bacha the Melodious Maestra, Nightmare Apprentice, Madolche Queen Tiarafraise, Refrain the Melodious Songstress, Heretical Phobos Covos, Shining Sarcophagus, Ostinato, Mirage Swordsman, Dark Magician the Magician of Black Magic, Couplet the Melodious Songstress, Fighting Flame Dragon, Fighting Flame Swordsman, Silent Magician Zero, Silent Swordsman Zero, Madolche Messengelato, Madolche Petingcessoeur, Salamandra, the Flying Flame Dragon, Courageous Crimson Chevalier Bradamante, Infernoble Knight - Renaud, Cosmic Tree Irmistil, Madolche Mini Meowcaroons, Bloom Harmonist the Melodious Composer, Ferocious Flame Swordsman, Fighting Flame Sword, Flame Swordsrealm, Turn Silence, ""Infernoble Arms - Almace"", 1st Movement Solo, Dark Magic Mirror Force",,
